id,from_x,from_y,to_x,to_y,length,out_ang,num_lanes,c_x,c_y,cluster,grid_x,grid_y,grid_nb
1353,429655.7523574766,4581543.359755677,429706.26852866495,4581558.810735776,51.33881502588618,2.894798804200252,1,429681.0104430708,4581551.085245727,0,1953.0,20825.0,86
1373,429947.064970776,4581385.420028798,429970.674294749,4581481.005710663,97.17288468857068,1.35636036703499,1,429958.8696327625,4581433.212869731,3,1954.0,20824.0,95
1499,430375.3637200756,4581212.878601419,430380.9372518841,4581344.816175926,131.90414879210866,-1.5903125175178157,1,430378.15048597986,4581278.847388672,3,1956.0,20823.0,113
1500,430402.1394030316,4581200.092261391,430432.5847213596,4581352.810605377,154.64846621332347,-1.7495244228405131,1,430417.3620621956,4581276.451433384,3,1956.0,20823.0,113
1513,430297.86579683743,4581230.222758167,430302.82938616734,4581338.211438828,107.9519672824833,1.552601250475385,1,430300.34759150236,4581284.217098498,3,1955.0,20824.0,105
1557,429179.8332621637,4580652.34088098,429261.3154066738,4580732.048277592,110.98591500095104,-0.7737766058819625,1,429220.57433441875,4580692.1945792865,0,1951.0,20821.0,64
1706,430993.22760341904,4581168.692772172,431004.78438282845,4581200.571497681,32.25881880625213,-1.8428118168263616,1,430999.00599312375,4581184.6321349265,3,1959.0,20823.0,140
1707,430905.6235278728,4581125.31946781,430911.0378124783,4581233.877412843,108.51805726940476,1.548539874254766,1,430908.33067017555,4581179.598440327,3,1958.0,20823.0,131
1751,432620.0430615492,4581632.418798096,432644.5709747376,4581650.74243769,25.130261923827728,-0.5540120522102111,2,432632.30701814336,4581641.580617893,1,1966.0,20825.0,205
1764,432591.4940395141,4581815.762228697,432646.480982253,4581870.957301366,68.91068533002763,-2.3537379962990714,3,432618.98751088354,4581843.359765031,1,1966.0,20826.0,206
1766,432611.3729029343,4581795.868870894,432662.87740451127,4581847.233447433,63.73954153270133,0.7835906583573695,3,432637.1251537228,4581821.551159164,1,1966.0,20826.0,206
1787,432387.2563446605,4581600.298346325,432435.43291537545,4581648.7569328565,59.33191131154662,-2.352232474591057,3,432411.344630018,4581624.52763959,1,1965.0,20825.0,198
