id,from_x,from_y,to_x,to_y,length,out_ang,num_lanes
12349,429715.79682990286,4583055.154976837,429863.5063586448,4583133.689411888,160.0852481937011,2.6858870649913325,3
12351,429715.6605154127,4583052.395179333,429846.16047501384,4583123.621224366,141.37818760461317,-0.4632388666267746,3
12352,429874.59322480025,4583023.071097512,429970.42159494216,4583075.788186334,104.4648246771262,2.6709622285834076,2
12353,429715.7024794244,4583038.312306755,429841.028597482,4583103.428305336,136.46233918157353,-0.45296994924513245,2
12354,429716.18594252993,4583078.386365314,429860.3505431086,4583156.065816515,158.85800068574812,2.6688159275751344,2
12355,429719.8162214272,4583157.229533175,429856.8038486733,4583166.704549126,136.9990235331822,0.04730536540012522,1
12356,429861.25848816265,4583084.274309103,429870.2475437093,4583159.565065887,75.11129415689618,1.6106653885218174,2
12758,429252.87510692584,4583397.318925298,429263.4002848903,4583487.353101804,89.8943107846795,-1.5877779241225094,3
12830,429581.7655530322,4583136.387485641,429700.54135854,4583202.147193426,128.43203417026587,2.6754776074997935,3
12831,429261.8201449312,4583269.621948458,429430.9655226147,4583360.380963684,184.67289110271452,2.677194394367892,3
12832,429445.3409276649,4583202.461243574,429567.4515279553,4583267.555341697,131.22218536268835,2.6923544868175173,3
12833,429602.3093990925,4583157.950212615,429700.6228211567,4583211.724034248,107.16545201441136,2.672770253473132,2
12834,429510.95373523596,4583227.124778353,429563.3062355697,4583256.688984649,55.29144145128973,2.689224243202548,2
12835,429444.7467843903,4583256.044269266,429501.55345302576,4583289.882953088,61.078370455776565,2.655511272387361,2
12836,429265.2747642338,4583289.5931727905,429432.15478382766,4583375.71942356,183.00728234855205,2.684663517457179,2
12837,429258.6789795262,4583304.191395373,429302.2985783334,4583332.193960837,46.62597018880655,-0.5101154777683979,2
12838,429309.6205380691,4583241.061868065,429429.69115426805,4583304.673831501,131.05467569566932,-0.4604720851274186,2
12839,429444.4163840398,4583224.98864051,429466.02450478583,4583239.958437097,21.194676256821896,-0.4713364094110936,2
12840,429485.631491932,4583175.421828384,429565.55201092374,4583219.215428165,86.27595092135222,-0.4615445542951855,2
12841,429581.9938193716,4583104.531186033,429701.02489197976,4583170.088212531,130.94501920212218,-0.4779494243750354,2
